"RAW EXTRACTION LOG  —  All 1,195 questions extracted from BRSR, CDP, EcoVadis & GRI",,,,,
Row ID,Source Standard,Module / Section,Question ID,Indicator Type,Question Text
633,EcoVadis,General > Measures Impact on score,EV-LAB330,Survey Question,What actions has your company implemented to promote structured social dialogue?
634,EcoVadis,General > Measures Impact on score,EV-LAB343,Survey Question,What actions has your company implemented to promote employee career management and training?
635,EcoVadis,General > Measures Impact on score,EV-LAB3510,Survey Question,"What actions has your company implemented to address child labor, forced labor, and human trafficking?"
636,EcoVadis,General > Measures Impact on score,EV-LAB3601,Survey Question,What actions has your company implemented to prevent discrimination and harassment?
637,EcoVadis,General > Coverage Multiplying factor,EV-LAB4501,Survey Question,Please report on the coverage of your company's actions throughout all operations:
638,EcoVadis,General > Reporting Impact on score,EV-LAB6010,Survey Question,Please report on the following metrics related to labor topics:
639,EcoVadis,General > Reporting Impact on score,EV-LAB4502,Survey Question,Please report on the following living wage metrics:
640,EcoVadis,General > Reporting Impact on score,EV-LAB561,Survey Question,Please report on the following metrics related to discrimination and harassment in the workplace unless prohibited by
641,EcoVadis,General > Reporting Impact on score,EV-LAB601,Survey Question,On which of the following topics does your company report metrics?
642,EcoVadis,General > Policies Impact on score,EV-SUP100,Survey Question,Does your company have a policy with qualitative objectives and quantitative targets for:
643,EcoVadis,General > Measures Impact on score,EV-SUP300,Survey Question,What actions has your company implemented to integrate social and environmental factors within procurement?
644,EcoVadis,General > Measures Impact on score,EV-SUP320,Survey Question,Do you have an inclusive sourcing program in place or other actions designed to prevent discrimination in the supply
645,EcoVadis,General > Coverage Multiplying factor,EV-SUP6100,Survey Question,Please report on the following sustainable procurement metrics:
646,EcoVadis,General > Reporting Impact on score,EV-SUP710,Survey Question,"Is there any tin, tantalum, tungsten, or gold remaining in the product that your company manufactures, subcontracts, or"
647,EcoVadis,General > Reporting Impact on score,EV-CAR106,Survey Question,How does your entity monitor scope 3 emissions? (select all that apply)
648,EcoVadis,General > Reporting Impact on score,EV-CAR103,Survey Question,How does your entity reduce GHG emissions in the supply chain? (select all that apply)
649,EcoVadis,General > Policies Impact on score,EV-FB100,Survey Question,Does your company have a policy with qualitative objectives and quantitative targets for:
650,EcoVadis,General > Measures Impact on score,EV-FB3102,Survey Question,What actions has your company implemented to prevent corruption?
651,EcoVadis,General > Measures Impact on score,EV-FB3301,Survey Question,What actions has your company implemented to ensure responsible information management?
652,EcoVadis,General > Coverage Multiplying factor,EV-FB610,Survey Question,Please report on the following metrics related to business ethics topics:
653,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-1a,Disclosure Requirement,"[Policies to halt and reverse biodiversity loss] describe its policies or commitments to halt and reverse biodiversity loss, and how"
654,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-1b,Disclosure Requirement,[Policies to halt and reverse biodiversity loss] report the extent to which these policies or commitments apply to the organization’s
655,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-1c,Disclosure Requirement,"[Policies to halt and reverse biodiversity loss] report the goals and targets to halt and reverse biodiversity loss, whether they are"
656,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-2a,Disclosure Requirement,[Management of biodiversity impacts] report how it applies the mitigation hierarchy by describing:
657,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-2i,Disclosure Requirement,[Management of biodiversity impacts] actions taken to avoid negative impacts on biodiversity;
658,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-2v,Disclosure Requirement,[Management of biodiversity impacts] transformative actions taken and additional conservation actions taken;
659,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-2b,Disclosure Requirement,"[Management of biodiversity impacts] with reference to 101-2-a-iii, report for each site with the most significant impacts on"
660,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-2c,Disclosure Requirement,"[Management of biodiversity impacts] with reference to 101-2-a-iv, report for each offset:"
661,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-2d,Disclosure Requirement,[Management of biodiversity impacts] list which of its sites with the most significant impacts on biodiversity have a
662,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-2e,Disclosure Requirement,[Management of biodiversity impacts] describe how it enhances synergies and reduces trade-offs between actions taken to
663,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-2f,Disclosure Requirement,[Management of biodiversity impacts] describe how it ensures that the actions taken to manage its impacts on biodiversity
664,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-3a,Disclosure Requirement,[Access and benefit-sharing] describe the process to ensure compliance with access and benefit-sharing
665,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-3b,Disclosure Requirement,[Access and benefit-sharing] describe voluntary actions taken to advance access and benefit-sharing that are
666,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-4a,Disclosure Requirement,[Identification of biodiversity impacts] explain how it has determined which of its sites and which products and services in its
667,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-5a,Disclosure Requirement,[Locations with biodiversity impacts] report the location and size in hectares of its sites with the most significant impacts on
668,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-5b,Disclosure Requirement,"[Locations with biodiversity impacts] for each site reported under 101-5-a, report whether it is in or near an ecologically"
669,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-5i,Disclosure Requirement,[Locations with biodiversity impacts] areas of biodiversity importance;
670,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-5v,Disclosure Requirement,[Locations with biodiversity impacts] areas important for the delivery of ecosystem service benefits to Indigenous
671,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-5c,Disclosure Requirement,[Locations with biodiversity impacts] report the activities that take place in each site reported under 101-5-a;
672,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-5d,Disclosure Requirement,[Locations with biodiversity impacts] report the products and services in its supply chain with the most significant impacts
673,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-6a,Disclosure Requirement,[Direct drivers of biodiversity loss] for each site reported under 101-5-a where its activities lead or could lead to land and
674,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-6i,Disclosure Requirement,[Direct drivers of biodiversity loss] the size in hectares of natural ecosystem converted since a cut-off or reference
675,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-6b,Disclosure Requirement,[Direct drivers of biodiversity loss] for each site reported under 101-5-a where its activities lead or could lead to the
676,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-6c,Disclosure Requirement,"[Direct drivers of biodiversity loss] for each site reported under 101-5-a where its activities lead or could lead to pollution,"
677,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-6d,Disclosure Requirement,[Direct drivers of biodiversity loss] for each site reported under 101-5-a where its activities lead or could lead to the
678,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-6e,Disclosure Requirement,"[Direct drivers of biodiversity loss] for each product and service in its supply chain reported under 101-5-d, report the"
679,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-6f,Disclosure Requirement,[Direct drivers of biodiversity loss] report contextual information necessary to understand how the data has been
680,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-7a,Disclosure Requirement,"[Changes to the state of biodiversity] for each site reported under 101-5-a, report the following information on affected or"
681,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-7i,Disclosure Requirement,[Changes to the state of biodiversity] the ecosystem type for the base year;
682,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-7b,Disclosure Requirement,[Changes to the state of biodiversity] report contextual information necessary to understand how the data has been
683,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-8a,Disclosure Requirement,"[Ecosystem services] for each site reported under 101-5-a, list the ecosystem services and beneficiaries"
684,GRI,GRI 101_ Biodiversity 2024 - English,GRI-101-8b,Disclosure Requirement,[Ecosystem services] explain how the ecosystem services and beneficiaries are or could be affected by the
685,GRI,GRI 102_ Climate Change 2025,GRI-102-1a,Disclosure Requirement,"[Transition plan for climate change mitigation] describe its transition plan, including policies and actions to mitigate climate change;"
686,GRI,GRI 102_ Climate Change 2025,GRI-102-1b,Disclosure Requirement,[Transition plan for climate change mitigation] describe how the transition plan aligns with the latest scientific evidence on the global
687,GRI,GRI 102_ Climate Change 2025,GRI-102-1c,Disclosure Requirement,[Transition plan for climate change mitigation] report the total expenditure incurred by the implementation of the transition plan as
688,GRI,GRI 102_ Climate Change 2025,GRI-102-1d,Disclosure Requirement,[Transition plan for climate change mitigation] report the governance bodies or individual roles responsible for overseeing and
689,GRI,GRI 102_ Climate Change 2025,GRI-102-1e,Disclosure Requirement,[Transition plan for climate change mitigation] describe how the transition plan is embedded in its business strategy;
690,GRI,GRI 102_ Climate Change 2025,GRI-102-1f,Disclosure Requirement,"[Transition plan for climate change mitigation] report the targets to achieve the transition plan and progress toward them, including:"
691,GRI,GRI 102_ Climate Change 2025,GRI-102-1i,Disclosure Requirement,[Transition plan for climate change mitigation] GHG emissions reduction targets reported under Disclosure 102-4;
692,GRI,GRI 102_ Climate Change 2025,GRI-102-1g,Disclosure Requirement,[Transition plan for climate change mitigation] describe how the transition plan aligns with just transition principles and how
693,GRI,GRI 102_ Climate Change 2025,GRI-102-1h,Disclosure Requirement,[Transition plan for climate change mitigation] describe the impacts on people and the environment from implementing the transition
694,GRI,GRI 102_ Climate Change 2025,GRI-102-1j,Disclosure Requirement,"[Transition plan for climate change mitigation] explain, in the absence of a transition plan, why it does not exist, and describe the steps"
695,GRI,GRI 102_ Climate Change 2025,GRI-102-2a,Disclosure Requirement,[Climate change adaptation plan] describe the impacts on people and the environment associated with its climate
696,GRI,GRI 102_ Climate Change 2025,GRI-102-2b,Disclosure Requirement,"[Climate change adaptation plan] describe its adaptation plan, including:"
697,GRI,GRI 102_ Climate Change 2025,GRI-102-2i,Disclosure Requirement,[Climate change adaptation plan] policies and actions to adapt to climate change;
698,GRI,GRI 102_ Climate Change 2025,GRI-102-2v,Disclosure Requirement,[Climate change adaptation plan] the targets to achieve the adaptation plan and progress toward them;
699,GRI,GRI 102_ Climate Change 2025,GRI-102-2c,Disclosure Requirement,[Climate change adaptation plan] describe the impacts on people and the environment from implementing the adaptation
700,GRI,GRI 102_ Climate Change 2025,GRI-102-2d,Disclosure Requirement,"[Climate change adaptation plan] explain, in the absence of an adaptation plan, why it does not exist, and describe the"
701,GRI,GRI 102_ Climate Change 2025,GRI-102-3a,Disclosure Requirement,[Just transition] report the total number of new employees recruited and a breakdown of this total by:
702,GRI,GRI 102_ Climate Change 2025,GRI-102-3b,Disclosure Requirement,[Just transition] report the total number of employees whose work was terminated and a breakdown of
703,GRI,GRI 102_ Climate Change 2025,GRI-102-3c,Disclosure Requirement,[Just transition] report the total number of redeployed employees and a breakdown of this total by:
704,GRI,GRI 102_ Climate Change 2025,GRI-102-3d,Disclosure Requirement,"[Just transition] report the total number of employees who received training for up- and re-skilling, and a"
705,GRI,GRI 102_ Climate Change 2025,GRI-102-3e,Disclosure Requirement,[Just transition] report the total number of new workers who are not employees recruited and a
706,GRI,GRI 102_ Climate Change 2025,GRI-102-3f,Disclosure Requirement,[Just transition] report the total number of workers who are not employees whose work was terminated
707,GRI,GRI 102_ Climate Change 2025,GRI-102-3g,Disclosure Requirement,[Just transition] report the total number and percentage of new employees recruited whose basic pay is
708,GRI,GRI 102_ Climate Change 2025,GRI-102-3h,Disclosure Requirement,[Just transition] list the locations of operation where the organization has impacts on local communities
709,GRI,GRI 102_ Climate Change 2025,GRI-102-3i,Disclosure Requirement,[Just transition] report the percentage of locations of operation listed under 102-3-h in which an
710,GRI,GRI 102_ Climate Change 2025,GRI-102-3j,Disclosure Requirement,[Just transition] report contextual information necessary to understand the data reported under 102-3
711,GRI,GRI 102_ Climate Change 2025,GRI-102-4a,Disclosure Requirement,"[GHG emissions reduction targets and progress] report short-, medium-, and long-term gross Scope 1, Scope 2, and Scope 3 GHG"
712,GRI,GRI 102_ Climate Change 2025,GRI-102-4i,Disclosure Requirement,"[GHG emissions reduction targets and progress] gross Scope 1, Scope 2, and Scope 3 GHG emissions reduction targets are"
713,GRI,GRI 102_ Climate Change 2025,GRI-102-4b,Disclosure Requirement,"[GHG emissions reduction targets and progress] for each gross GHG emissions reduction target, report whether biogenic CO₂ emissions"
714,GRI,GRI 102_ Climate Change 2025,GRI-102-4c,Disclosure Requirement,"[GHG emissions reduction targets and progress] for each gross Scope 2 GHG emissions reduction target, report whether the targets use"
715,GRI,GRI 102_ Climate Change 2025,GRI-102-4d,Disclosure Requirement,"[GHG emissions reduction targets and progress] for each gross Scope 3 GHG emissions reduction target, list the Scope 3 categories"
716,GRI,GRI 102_ Climate Change 2025,GRI-102-4e,Disclosure Requirement,"[GHG emissions reduction targets and progress] for each gross GHG emissions reduction target, report the gases covered by the target;"
717,GRI,GRI 102_ Climate Change 2025,GRI-102-4f,Disclosure Requirement,[GHG emissions reduction targets and progress] explain how the gross GHG emissions reduction targets align with the latest scientific
718,GRI,GRI 102_ Climate Change 2025,GRI-102-4g,Disclosure Requirement,[GHG emissions reduction targets and progress] describe its gross GHG emissions reduction target revision policy;
719,GRI,GRI 102_ Climate Change 2025,GRI-102-4h,Disclosure Requirement,"[GHG emissions reduction targets and progress] for each gross GHG emissions reduction target, report the base year, including:"
720,GRI,GRI 102_ Climate Change 2025,GRI-102-4j,Disclosure Requirement,"[GHG emissions reduction targets and progress] for each gross GHG emissions reduction target, explain how the progress toward the"
721,GRI,GRI 102_ Climate Change 2025,GRI-102-4k,Disclosure Requirement,"[GHG emissions reduction targets and progress] report standards, methodologies, assumptions, and calculation tools used."
722,GRI,GRI 102_ Climate Change 2025,GRI-102-5a,Disclosure Requirement,"[Scope 1 GHG emissions] report gross Scope 1 GHG emissions in metric tons of CO₂ equivalent, and in the"
723,GRI,GRI 102_ Climate Change 2025,GRI-102-5i,Disclosure Requirement,"[Scope 1 GHG emissions] include emissions of CO, CH , NO, HFCs, PFCs, SF, and NF ;"
724,GRI,GRI 102_ Climate Change 2025,GRI-102-5b,Disclosure Requirement,"[Scope 1 GHG emissions] provide a breakdown of gross Scope 1 GHG emissions by CO , CH , NO, HFCs, PFCs,"
725,GRI,GRI 102_ Climate Change 2025,GRI-102-5c,Disclosure Requirement,[Scope 1 GHG emissions] report biogenic CO₂ emissions from the combustion or biodegradation of biomass from
726,GRI,GRI 102_ Climate Change 2025,GRI-102-5d,Disclosure Requirement,"[Scope 1 GHG emissions] report the base year for the calculation, including:"
727,GRI,GRI 102_ Climate Change 2025,GRI-102-5e,Disclosure Requirement,[Scope 1 GHG emissions] report the consolidation approach for Scope 1 GHG emissions that is consistently
728,GRI,GRI 102_ Climate Change 2025,GRI-102-5f,Disclosure Requirement,"[Scope 1 GHG emissions] report standards, methodologies, assumptions, and calculation tools used, including"
729,GRI,GRI 102_ Climate Change 2025,GRI-102-6a,Disclosure Requirement,"[Scope 2 GHG emissions] report gross location-based and, if applicable, market-based Scope 2 GHG emissions in"
730,GRI,GRI 102_ Climate Change 2025,GRI-102-6i,Disclosure Requirement,"[Scope 2 GHG emissions] include emissions of CO, CH , and N O;"
731,GRI,GRI 102_ Climate Change 2025,GRI-102-6b,Disclosure Requirement,"[Scope 2 GHG emissions] provide a breakdown of gross location-based Scope 2 GHG emissions by CO CH, and"
732,GRI,GRI 102_ Climate Change 2025,GRI-102-6c,Disclosure Requirement,"[Scope 2 GHG emissions] report location-based and, if applicable, market-based biogenic CO₂ emissions from"
733,GRI,GRI 102_ Climate Change 2025,GRI-102-6d,Disclosure Requirement,"[Scope 2 GHG emissions] report the base year for the calculation, including:"
734,GRI,GRI 102_ Climate Change 2025,GRI-102-6e,Disclosure Requirement,[Scope 2 GHG emissions] report the consolidation approach for Scope 2 GHG emissions that is consistently
735,GRI,GRI 102_ Climate Change 2025,GRI-102-6f,Disclosure Requirement,"[Scope 2 GHG emissions] report standards, methodologies, assumptions, and calculation tools used, including"
736,GRI,GRI 102_ Climate Change 2025,GRI-102-7a,Disclosure Requirement,"[Scope 3 GHG emissions] report gross Scope 3 GHG emissions in metric tons of CO₂ equivalent, and in the"
737,GRI,GRI 102_ Climate Change 2025,GRI-102-7i,Disclosure Requirement,[Scope 3 GHG emissions] include GHG emissions for each Scope 3 category;
738,GRI,GRI 102_ Climate Change 2025,GRI-102-7v,Disclosure Requirement,[Scope 3 GHG emissions] use the global warming potential (GWP) values based on a 100-year timeframe
739,GRI,GRI 102_ Climate Change 2025,GRI-102-7b,Disclosure Requirement,[Scope 3 GHG emissions] provide a breakdown of gross Scope 3 GHG emissions by each of the 15 Scope 3
740,GRI,GRI 102_ Climate Change 2025,GRI-102-7c,Disclosure Requirement,[Scope 3 GHG emissions] report biogenic CO₂ emissions from the combustion or biodegradation of biomass in the
741,GRI,GRI 102_ Climate Change 2025,GRI-102-7d,Disclosure Requirement,"[Scope 3 GHG emissions] report the base year for the calculation, including:"
742,GRI,GRI 102_ Climate Change 2025,GRI-102-7e,Disclosure Requirement,[Scope 3 GHG emissions] report the consolidation approach for Scope 3 GHG emissions that is consistently
743,GRI,GRI 102_ Climate Change 2025,GRI-102-7f,Disclosure Requirement,"[Scope 3 GHG emissions] report standards, methodologies, assumptions, and calculation tools used, including"
744,GRI,GRI 102_ Climate Change 2025,GRI-102-8a,Disclosure Requirement,"[GHG emissions intensity] report GHG emissions intensity ratio(s), including the gross GHG emissions in metric"
745,GRI,GRI 102_ Climate Change 2025,GRI-102-8b,Disclosure Requirement,"[GHG emissions intensity] report the scope(s) of GHG emissions included in the intensity ratio(s), whether Scope"
746,GRI,GRI 102_ Climate Change 2025,GRI-102-9a,Disclosure Requirement,"[GHG removals in the value chain] report the total Scope 1 GHG removals in metric tons of CO₂ equivalent, excluding any"
747,GRI,GRI 102_ Climate Change 2025,GRI-102-9b,Disclosure Requirement,"[GHG removals in the value chain] for each type of storage pool, describe how quality criteria are monitored to manage the"
748,GRI,GRI 102_ Climate Change 2025,GRI-102-9c,Disclosure Requirement,[GHG removals in the value chain] report the intended use of GHG removals;
749,GRI,GRI 102_ Climate Change 2025,GRI-102-9d,Disclosure Requirement,[GHG removals in the value chain] describe the impacts on people and the environment from its Scope 1 GHG removals
750,GRI,GRI 102_ Climate Change 2025,GRI-102-9i,Disclosure Requirement,"[GHG removals in the value chain] workers, local communities, and Indigenous Peoples;"
751,GRI,GRI 102_ Climate Change 2025,GRI-102-9e,Disclosure Requirement,"[GHG removals in the value chain] report standards, methodologies, assumptions, and calculation tools used."
752,GRI,GRI 102_ Climate Change 2025,GRI-102-10a,Disclosure Requirement,[Carbon credits] report the total amount of carbon credits canceled in metric tons of CO₂ equivalent and
753,GRI,GRI 102_ Climate Change 2025,GRI-102-10b,Disclosure Requirement,"[Carbon credits] for each project where carbon credits have been canceled, report:"
754,GRI,GRI 102_ Climate Change 2025,GRI-102-10i,Disclosure Requirement,[Carbon credits] project name and ID;
755,GRI,GRI 102_ Climate Change 2025,GRI-102-10c,Disclosure Requirement,"[Carbon credits] for each carbon credit project reported under 102-10-b, describe how the project"
756,GRI,GRI 102_ Climate Change 2025,GRI-102-10v,Disclosure Requirement,[Carbon credits] unique issuance and claiming;
757,GRI,GRI 102_ Climate Change 2025,GRI-102-10d,Disclosure Requirement,[Carbon credits] report the purpose of carbon credit cancelation;
758,GRI,GRI 102_ Climate Change 2025,GRI-102-10e,Disclosure Requirement,[Carbon credits] describe the impacts on people and the environment from projects where carbon
759,GRI,GRI 103_ Energy 2025,GRI-103-1a,Disclosure Requirement,[Energy policies and commitments] describe how its energy-related policies and commitments contribute to energy
760,GRI,GRI 103_ Energy 2025,GRI-103-1b,Disclosure Requirement,"[Energy policies and commitments] describe the impacts on the economy, environment, and people that may result from its"
761,GRI,GRI 103_ Energy 2025,GRI-103-2a,Disclosure Requirement,"[Energy consumption and self-generation within] report total fuel consumption within the organization in joules, watt-hours, or multiples,"
762,GRI,GRI 103_ Energy 2025,GRI-103-2i,Disclosure Requirement,[Energy consumption and self-generation within] renewable and non-renewable energy sources;
763,GRI,GRI 103_ Energy 2025,GRI-103-2b,Disclosure Requirement,"[Energy consumption and self-generation within] report total purchased electricity, heating, cooling, and steam consumption within the"
764,GRI,GRI 103_ Energy 2025,GRI-103-2c,Disclosure Requirement,"[Energy consumption and self-generation within] report total self-generated renewable electricity, heating, cooling, and steam consumption"
765,GRI,GRI 103_ Energy 2025,GRI-103-2d,Disclosure Requirement,"[Energy consumption and self-generation within] report total self-generated electricity, heating, cooling, and steam sold in joules, watt-"
766,GRI,GRI 103_ Energy 2025,GRI-103-2e,Disclosure Requirement,[Energy consumption and self-generation within] report whether contractual instruments are used to disclose information on purchased
767,GRI,GRI 103_ Energy 2025,GRI-103-2f,Disclosure Requirement,"[Energy consumption and self-generation within] report standards, methodologies, assumptions, and calculation tools used, including the"
768,GRI,GRI 103_ Energy 2025,GRI-103-3a,Disclosure Requirement,[Upstream and downstream energy consumption] report total significant energy consumption in its upstream and downstream value
769,GRI,GRI 103_ Energy 2025,GRI-103-3b,Disclosure Requirement,"[Upstream and downstream energy consumption] report standards, methodologies, assumptions, and calculation tools used, including"
770,GRI,GRI 103_ Energy 2025,GRI-103-4a,Disclosure Requirement,"[Energy intensity] report energy intensity ratio(s), including the energy consumption in joules, watt-hours,"
771,GRI,GRI 103_ Energy 2025,GRI-103-4b,Disclosure Requirement,[Energy intensity] report whether the energy intensity ratio(s) include energy consumption within the
772,GRI,GRI 103_ Energy 2025,GRI-103-4c,Disclosure Requirement,"[Energy intensity] report the types of energy consumption included in the energy intensity ratio(s),"
773,GRI,GRI 103_ Energy 2025,GRI-103-5a,Disclosure Requirement,"[Reduction in energy consumption] report the reduction in energy consumption achieved in joules, watt-hours, or multiples,"
774,GRI,GRI 103_ Energy 2025,GRI-103-5i,Disclosure Requirement,[Reduction in energy consumption] reductions from the organization’s conservation and efficiency initiatives;
775,GRI,GRI 103_ Energy 2025,GRI-103-5b,Disclosure Requirement,"[Reduction in energy consumption] report the types of energy consumption included in the reduction, whether fuel,"
776,GRI,GRI 103_ Energy 2025,GRI-103-5c,Disclosure Requirement,[Reduction in energy consumption] report whether the reduction in energy consumption was achieved within the
777,GRI,GRI 103_ Energy 2025,GRI-103-5d,Disclosure Requirement,"[Reduction in energy consumption] report whether the reduction in energy consumption is estimated, modeled, or sourced"
778,GRI,GRI 103_ Energy 2025,GRI-103-5e,Disclosure Requirement,"[Reduction in energy consumption] report the base year or baseline for calculating the reduction in energy consumption,"
779,GRI,GRI 103_ Energy 2025,GRI-103-5f,Disclosure Requirement,"[Reduction in energy consumption] report standards, methodologies, assumptions, and calculation tools used."
780,GRI,GRI 201_  Economic Performance 2016,GRI-201-1a,Disclosure Requirement,"[Direct economic value generated and distributed] Direct economic value generated and distributed (EVG&D) on an accruals basis,"
781,GRI,GRI 201_  Economic Performance 2016,GRI-201-1i,Disclosure Requirement,[Direct economic value generated and distributed] Direct economic value generated: revenues;
782,GRI,GRI 201_  Economic Performance 2016,GRI-201-1b,Disclosure Requirement,"[Direct economic value generated and distributed] Where significant, report EVG&D separately at country, regional, or market levels, and"
783,GRI,GRI 201_  Economic Performance 2016,GRI-201-2a,Disclosure Requirement,[Financial implications and other risks and] Risks and opportunities posed by climate change that have the potential to generate
784,GRI,GRI 201_  Economic Performance 2016,GRI-201-2i,Disclosure Requirement,"[Financial implications and other risks and] a description of the risk or opportunity and its classification as either physical,"
785,GRI,GRI 201_  Economic Performance 2016,GRI-201-2v,Disclosure Requirement,[Financial implications and other risks and] the costs of actions taken to manage the risk or opportunity.
786,GRI,GRI 201_  Economic Performance 2016,GRI-201-3a,Disclosure Requirement,"[Defined benefit plan obligations and other] If the plan’s liabilities are met by the organization’s general resources, the estimated"
787,GRI,GRI 201_  Economic Performance 2016,GRI-201-3b,Disclosure Requirement,[Defined benefit plan obligations and other] If a separate fund exists to pay the plan’s pension liabilities:
788,GRI,GRI 201_  Economic Performance 2016,GRI-201-3i,Disclosure Requirement,[Defined benefit plan obligations and other] the extent to which the scheme’s liabilities are estimated to be covered by the
789,GRI,GRI 201_  Economic Performance 2016,GRI-201-3c,Disclosure Requirement,"[Defined benefit plan obligations and other] If a fund set up to pay the plan’s pension liabilities is not fully covered, explain the"
790,GRI,GRI 201_  Economic Performance 2016,GRI-201-3d,Disclosure Requirement,[Defined benefit plan obligations and other] Percentage of salary contributed by employee or employer.
791,GRI,GRI 201_  Economic Performance 2016,GRI-201-3e,Disclosure Requirement,"[Defined benefit plan obligations and other] Level of participation in retirement plans, such as participation in mandatory or"
792,GRI,GRI 201_  Economic Performance 2016,GRI-201-4a,Disclosure Requirement,[Financial assistance received from government] Total monetary value of financial assistance received by the organization from any
793,GRI,GRI 201_  Economic Performance 2016,GRI-201-4i,Disclosure Requirement,[Financial assistance received from government] tax relief and tax credits;
794,GRI,GRI 201_  Economic Performance 2016,GRI-201-4v,Disclosure Requirement,[Financial assistance received from government] royalty holidays;
795,GRI,GRI 201_  Economic Performance 2016,GRI-201-4b,Disclosure Requirement,[Financial assistance received from government] The information in 201-4-a by country.
796,GRI,GRI 201_  Economic Performance 2016,GRI-201-4c,Disclosure Requirement,"[Financial assistance received from government] Whether, and the extent to which, any government is present in the shareholding"
797,GRI,GRI 202_ Market Presence 2016,GRI-202-1a,Disclosure Requirement,[Ratios of standard entry level wage by gender] When a significant proportion of employees are compensated based on wages subject
798,GRI,GRI 202_ Market Presence 2016,GRI-202-1b,Disclosure Requirement,[Ratios of standard entry level wage by gender] When a significant proportion of other workers (excluding employees) performing the
799,GRI,GRI 202_ Market Presence 2016,GRI-202-1c,Disclosure Requirement,[Ratios of standard entry level wage by gender] Whether a local minimum wage is absent or variable at significant locations of
800,GRI,GRI 202_ Market Presence 2016,GRI-202-1d,Disclosure Requirement,[Ratios of standard entry level wage by gender] The definition used for ‘significant locations of operation’.
801,GRI,GRI 202_ Market Presence 2016,GRI-202-2a,Disclosure Requirement,[Proportion of senior management hired from the] Percentage of senior management at significant locations of operation that are hired
802,GRI,GRI 202_ Market Presence 2016,GRI-202-2b,Disclosure Requirement,[Proportion of senior management hired from the] The definition used for ‘senior management’.
803,GRI,GRI 202_ Market Presence 2016,GRI-202-2c,Disclosure Requirement,[Proportion of senior management hired from the] The organization’s geographical definition of ‘local’.
804,GRI,GRI 202_ Market Presence 2016,GRI-202-2d,Disclosure Requirement,[Proportion of senior management hired from the] The definition used for ‘significant locations of operation’.
805,GRI,GRI 203_ Indirect Economic Impacts 2016,GRI-203-1a,Disclosure Requirement,[Infrastructure investments and services supported] Extent of development of significant infrastructure investments and services
806,GRI,GRI 203_ Indirect Economic Impacts 2016,GRI-203-1b,Disclosure Requirement,"[Infrastructure investments and services supported] Current or expected impacts on communities and local economies, including positive"
807,GRI,GRI 203_ Indirect Economic Impacts 2016,GRI-203-1c,Disclosure Requirement,"[Infrastructure investments and services supported] Whether these investments and services are commercial, in-kind, or pro bono"
808,GRI,GRI 203_ Indirect Economic Impacts 2016,GRI-203-2a,Disclosure Requirement,"[Significant indirect economic impacts] Examples of significant identified indirect economic impacts of the organization,"
809,GRI,GRI 203_ Indirect Economic Impacts 2016,GRI-203-2b,Disclosure Requirement,[Significant indirect economic impacts] Significance of the indirect economic impacts in the context of external benchmarks
810,GRI,GRI 204_ Procurement Practices 2016,GRI-204-1a,Disclosure Requirement,[Proportion of spending on local suppliers] Percentage of the procurement budget used for significant locations of operation that is
811,GRI,GRI 204_ Procurement Practices 2016,GRI-204-1b,Disclosure Requirement,[Proportion of spending on local suppliers] The organization’s geographical definition of ‘local’.
812,GRI,GRI 204_ Procurement Practices 2016,GRI-204-1c,Disclosure Requirement,[Proportion of spending on local suppliers] The definition used for ‘significant locations of operation’.
813,GRI,GRI 205_ Anti-corruption 2016,GRI-205-1a,Disclosure Requirement,[Operations assessed for risks related to] Total number and percentage of operations assessed for risks related to corruption.
